kind,table,name,data_type,format,hidden_or_inactive,source_or_target,dependencies_or_definition,status
MEASURE,1-Measure,T-B3,measure,0.000,false,ALL\0.0.MIFC\ALL\Tempo,D-P-B3; T-P-M-B3,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-B4,measure,0.00000,false,ALL\0.0.MIFC\ALL\Tempo,D-P-B4; T-P-M-B4,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-P.A,measure,0.000,false,ALL\0.0.MIFC\ALL\Tempo,D-P-P.A; T-P-M-P.A,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-CL-DAF,measure,,false,ALL\0.0.MIFC\DAF\Estoque,DAF_REV2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-CL-VM,measure,,false,ALL\0.0.MIFC\VM\Estoque,VM,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-CL-FH,measure,,false,ALL\0.0.MIFC\FH\Estoque,FH,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-CL-SCA,measure,,false,ALL\0.0.MIFC\SCANIA\Estoque,Scania,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-VM-CL,measure,0.000,false,ALL\0.0.MIFC\VM\Estoque,E-CL-VM; P-M-VM,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-SCA-CL,measure,0.000,false,ALL\0.0.MIFC\SCANIA\Estoque,E-CL-SCA; P-M-SCA,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-FH-CL,measure,0.000,false,ALL\0.0.MIFC\FH\Estoque,E-CL-FH; P-M-FH,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-DAF-CL,measure,0.000,false,ALL\0.0.MIFC\DAF\Estoque,E-CL-DAF; P-M-DAF,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-PI-FH,measure,,false,ALL\0.0.MIFC\FH\Buffer,FH,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-PI-VM,measure,,false,ALL\0.0.MIFC\VM\Estoque,VM,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-PI-SCA,measure,,false,ALL\0.0.MIFC\SCANIA\Buffer,Scania,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-PI-DAF,measure,,false,ALL\0.0.MIFC\DAF\Buffer,DAF_REV2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-VM-P.I,measure,0.000,false,ALL\0.0.MIFC\VM\Estoque,E-PI-VM; P-M-VM,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-DAF-P.I,measure,0.000,false,ALL\0.0.MIFC\DAF\Estoque,E-PI-DAF; P-M-DAF,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-FH-P.I,measure,0.000,false,ALL\0.0.MIFC\FH\Estoque,E-PI-FH; P-M-FH,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-SCA-P.I,measure,0.000,false,ALL\0.0.MIFC\SCANIA\Estoque,E-PI-SCA; P-M-SCA,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-LPP2,measure,0.000,false,ALL\0.0.MIFC\ALL\Tempo,D-P-LPP2; T-P-M-LPP2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-STJ,measure,0.000,false,ALL\0.0.MIFC\ALL\Tempo,D-P-STJ; T-P-M-STJ,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-RF3,measure,0.000,false,ALL\0.0.MIFC\ALL\Tempo,D-P-RF3; T-P-M-RF3,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-M,measure,0.000,false,ALL\0.0.MIFC\ALL\Tempo,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-CNC,measure,0.000,false,ALL\Máquinas\CNC Plasma,D-P-CNC; T-P-M-CNC,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P.A-FH,measure,,false,ALL\0.0.MIFC\FH\Buffer,FH,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P.A-SCA,measure,,false,ALL\0.0.MIFC\SCANIA\Buffer,Scania,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-FH-P.A,measure,0.000,false,ALL\0.0.MIFC\FH\Estoque,E-P.A-FH; P-M-FH,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-SCA-P.A,measure,0.000,false,ALL\0.0.MIFC\SCANIA\Estoque,E-P.A-SCA; P-M-SCA,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-REB-SCA,measure,0.000,false,ALL\0.0.MIFC\SCANIA\Buffer,Scania,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-SCA-REB,measure,0.000,false,ALL\0.0.MIFC\SCANIA\Estoque,E-REB-SCA; P-M-SCA,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-REB-DAF,measure,,false,ALL\0.0.MIFC\DAF\Buffer,DAF_REV2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-E-DAF-REB,measure,,false,ALL\0.0.MIFC\DAF\Estoque,E-REB-DAF; P-M-DAF,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,P-RF2,measure,0,false,ALL\Máquinas\Roll Former 2,_VALUE,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,P-P-RF2,measure,,false,ALL\Máquinas\Roll Former 2,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-P-RF2,measure,0,false,ALL\0.0.MIFC\ALL\Demanda,T-I-FH,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-D-L-RF2,measure,,false,ALL\Máquinas\Roll Former 2,Dia_Min; F-H; P-P-RF2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-C-RF2,measure,,false,ALL\Máquinas\Roll Former 2,P-RF2; T-D-L-RF2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-P-M-RF2,measure,0,false,ALL\Máquinas\Roll Former 2,Máquina; Tempo Disponível (Min),INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,TKT-C-RF2,measure,,false,ALL\Máquinas\Roll Former 2,D-P-RF2; T-P-M-RF2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,P-R-RF2,measure,0,false,ALL\Máquinas\Roll Former 2,D-P-RF2; P-RF2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-R-RF2,measure,,false,ALL\Máquinas\Roll Former 2,T-D-L-RF2; T-P-M-RF2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-C-R-RF2,measure,,false,ALL\Máquinas\Roll Former 2,P-R-RF2; T-R-RF2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,R-C-RF2,measure,0,false,ALL\Máquinas\Roll Former 2,Date; T-C-RF2; TKT-C-RF2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,P-LCT,measure,0,false,ALL\Máquinas\LCT,_VALUE,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,P-P-LCT,measure,,false,ALL\Máquinas\LCT,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-P-M-LCT,measure,0,false,ALL\Máquinas\LCT,Máquina; Tempo Disponível (Min),INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,TKT-C-LCT,measure,,false,ALL\Máquinas\LCT,D-P-RF2; T-P-M-LCT,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-D-L-LCT,measure,,false,ALL\Máquinas\LCT,Dia_Min; F-H; P-P-LCT,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-C-LCT,measure,,false,ALL\Máquinas\LCT,P-LCT; T-D-L-LCT,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,P-R-LCT,measure,0,false,ALL\Máquinas\LCT,D-P-RF2; P-LCT,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-R-LCT,measure,,false,ALL\Máquinas\LCT,T-D-L-LCT; T-P-M-LCT,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-C-R-LCT,measure,,false,ALL\Máquinas\LCT,P-R-LCT; T-R-LCT,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,R-C-LCT,measure,0,false,ALL\Máquinas\LCT,Date; T-C-LCT; TKT-C-LCT,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-LCT/RF2,measure,0.000,false,ALL\Máquinas\LCT,D-P-RF2; T-P-M-LCT,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-LCT,measure,,false,ALL\0.0.MIFC\ALL\Estoque,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-D-P-LCT,measure,0.000,false,ALL\0.0.MIFC\ALL\Estoque,E-P-LCT; P-M-FH,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-D-P-RF2,measure,0.000,false,ALL\0.0.MIFC\ALL\Estoque,P-M-FH; Pares RF2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-SCA-RF3,measure,0.000,false,ALL\0.0.MIFC\SCANIA\Estoque,P-M-SCA-REV 2; Scania,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,P-M-SCA-REV 2,measure,,false,ALL\0.0.MIFC\SCANIA\Produção,Date; Q-D-E-SCA; Scania,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,P-M-VM-REV 2,measure,,false,ALL\0.0.MIFC\VM\Produção,Date; Q-D-E-VM; VM,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-VM-RF3,measure,0.000,false,ALL\0.0.MIFC\VM\Estoque,P-M-VM-REV 2; VM,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,P-M-FH-REV 2,measure,,false,ALL\0.0.MIFC\FH\Produção,Date; FH; Q-D-E-FH,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-FH-RF3,measure,0.000,false,ALL\0.0.MIFC\FH\Estoque,FH; P-M-FH-REV 2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,P-M-DAF-REV 2,measure,,false,ALL\0.0.MIFC\DAF\Produção,DAF; Date; Q-D-E-DAF,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-DAF-RF3,measure,0.000,false,ALL\0.0.MIFC\DAF\Estoque,DAF; P-M-DAF-REV 2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-P-SCA-REB,measure,,false,ALL\0.0.MIFC\SCANIA\Demanda,P-SCA-F,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-SCA-REB,measure,0.000,false,ALL\0.0.MIFC\SCANIA\Tempo,D-P-SCA-REB; T-P-M-STJ,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,D-P-DAF-REB,measure,,false,ALL\0.0.MIFC\DAF\Demanda,P-DAF-S,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-DAF-REB,measure,0.000,false,ALL\0.0.MIFC\DAF\Tempo,D-P-DAF-REB; T-P-M-STJ,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-SCA-STJ,measure,,false,ALL\0.0.MIFC\SCANIA\Estoque,P-M-SCA-REV 2; Scania,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-DAF-STJ,measure,,false,ALL\0.0.MIFC\DAF\Estoque,DAF; P-M-DAF-REV 2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-FH-STJ,measure,,false,ALL\0.0.MIFC\FH\Estoque,FH; P-M-FH-REV 2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-EMB-VM,measure,,false,ALL\0.0.MIFC\VM\Tempo,P-M-VM,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,qtd_segregação_fh,measure,0,false,ALL\0.0.MIFC\Qualidade,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-FH-M3,measure,0.000,false,ALL\0.0.MIFC\FH\Estoque,P-M-FH-REV 2; qtd_segregação_fh,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,qtd_segregação_scania,measure,0,false,ALL\0.0.MIFC\Qualidade,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-SCA-M3,measure,0.000,false,ALL\0.0.MIFC\SCANIA\Estoque,P-M-SCA-REV 2; qtd_segregação_scania,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,qtd_segregação_daf,measure,0,false,ALL\0.0.MIFC\Qualidade,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-DAF-M3,measure,,false,ALL\0.0.MIFC\DAF\Estoque,P-M-DAF-REV 2; qtd_segregação_daf,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-SCA-EMB,measure,0.000,false,ALL\0.0.MIFC\SCANIA\Estoque,P-M-SCA-REV 2; Scania,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-FH-EMB,measure,0.000,false,ALL\0.0.MIFC\FH\Estoque,FH; P-M-FH-REV 2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-M3,measure,0.000,false,ALL\0.0.MIFC\ALL\Tempo,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,F-H,measure,0,false,ALL\0.0.MIFC\ALL\Fuso Horário,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-DAF-EMB,measure,0.000,false,ALL\0.0.MIFC\DAF\Estoque,DAF; P-M-DAF-REV 2,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,E-P-D-VM-EMB,measure,0.000,false,ALL\0.0.MIFC\VM\Estoque,P-M-VM-REV 2; VM,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-T-SCA,measure,0.00,false,ALL\0.0.MIFC\SCANIA\Tempo,D-E-SCA-B; D-E-SCA-CL; D-E-SCA-P.A; D-E-SCA-P.I; D-E-SCA-REB; Dados ; Data; E-P-D-SCA-EMB; E-P-D-SCA-M3; E-P-D-SCA-RF3; E-P-D-SCA-STJ; Q-D-SCA; T-M; T-T,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-T-DAF,measure,,false,ALL\0.0.MIFC\DAF\Tempo,D-E-DAF-B; D-E-DAF-CL; D-E-DAF-P.I; D-E-DAF-REB; Dados ; Data; E-P-D-DAF-EMB; E-P-D-DAF-M3; E-P-D-DAF-RF3; E-P-D-DAF-STJ; Q-D-DAF; T-M; T-T,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-T-VM,measure,,false,ALL\0.0.MIFC\VM\Tempo,D-E-VM-B; D-E-VM-CL; D-E-VM-P.I; Dados ; Data; E-P-D-VM-EMB; E-P-D-VM-RF3; Q-D-VM; T-M; T-T,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-T-FH,measure,,false,ALL\0.0.MIFC\FH\Tempo,D-E-FH-B; D-E-FH-CL; D-E-FH-P.A; D-E-FH-P.I; Dados ; Data; Date; E-D-P-LCT; E-D-P-RF2; E-P-D-FH-EMB; E-P-D-FH-M3; E-P-D-FH-RF3; E-P-D-FH-STJ; Q-D-FH; T-M; T-T,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,M-G,measure,,true,ALL\Capacidade-Online,T-N-P-B-M-SCA,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-C-H-RF3,measure,,false,ALL\Máquinas\0.Roll Former 3,P-RF3; T-L-H-RF3,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,%P-RF3,measure,0.00%;-0.00%;0.00%,false,ALL\Máquinas\0.Roll Former 3,D-P-RF3; P-RF3,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-L-H-RF3,measure,,false,ALL\Máquinas\0.Roll Former 3,P-P-RF3,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,TKT-H-RF3,measure,0,false,ALL\Máquinas\0.Roll Former 3,T-L-H-RF3; TKT-C-RF3,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-P-T,measure,0,false,,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,DT-RF3,measure,,false,ALL\Máquinas\0.Roll Former 3,P-P-RF3,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,PT-RF3,measure,,false,ALL\Máquinas\0.Roll Former 3,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,P-S-T,measure,,false,ALL\Logística,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-D-E-T,measure,0,false,ALL\Logística,Q-D-E-DAF; Q-D-E-FH; Q-D-E-SCA; Q-D-E-VM,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-P-ShipDate+Acum,measure,,false,ALL\Logística,Date; FINISH_LENGTH; LOCAL; Pares Slitter,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,R-L-MP,measure,,false,ALL\Logística,Date; E-M-P-S; Q-P-ShipDate+Acum,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,R-L-COND-MP,measure,,false,ALL\Logística,Date; R-L-MP,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-G-M-SCA,measure,,false,ALL\Capacidade-Online,Q-G-SCA; Scania,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,C-M-E,measure,,false,,FINISH_LENGTH; LOCAL; Pares Slitter,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-P-E,measure,0,false,,DAF; FH; Scania; VM,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-P-R,measure,,false,,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,qtd_segregação cc,measure,0,false,ALL\0.0.MIFC\Qualidade,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-D-S-RF2,measure,0.000,false,,D-P-RF2; Date; qtd_segregação cc,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-D-S-LPP2,measure,0.000,false,,D-P-LPP2; Date; qtd_segregação pintura,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-N-E-P,measure,0.0,false,,T-N-E-P-DAF; T-N-E-P-FH; T-N-E-P-SCA,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Carros_DAF_CARGA,measure,,false,,Pares Slitter; RAIL_TYPE,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Carros_FH_CARGA,measure,0,false,,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Carros_VM_CARGA,measure,0,false,,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Carros_SCASB_CARGA,measure,0,false,,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Carros_SCASB_CARGA_N-EMB,measure,0,false,,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Carros_VM_CARGA_N-EMB,measure,0,false,,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Carros_FH_CARGA_N-EMB,measure,0,false,,,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-N-E-P-VM,measure,0.0,false,,Carros_VM_CARGA; Cliente; Q-P-R; Tempo de processamento (min),INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-N-E-P-FH,measure,0.0,false,,Carros_FH_CARGA; Cliente; Q-P-R; Tempo de processamento (min),INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-N-E-P-SCA,measure,0.0,false,,Carros_SCASB_CARGA; Cliente; Tempo de processamento (min),INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-N-E-P-DAF,measure,,false,,Carros_DAF_CARGA; Cliente; Tempo de processamento (min),INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Carros_DAF_CARGA_N-EMB,measure,,false,,Pares Slitter; RAIL_TYPE,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,T-N-E-P-H,measure,0.0,false,,T-N-E-P-DAF; T-N-E-P-FH; T-N-E-P-SCA,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Carros_Total_N-EMB,measure,,false,,Carros_DAF_CARGA_N-EMB; Carros_FH_CARGA_N-EMB; Carros_SCASB_CARGA_N-EMB,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Carros_Total-EMB,measure,,false,,Carros_DAF_CARGA; Carros_FH_CARGA; Carros_SCASB_CARGA,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-D-S-RF3,measure,0.000,false,,D-P-RF3; Date; qtd_segregação cc,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-D-S-STJ,measure,0.000,false,,D-P-STJ; Date; qtd_segregação see,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-D-S-EMB,measure,0.000,false,,D-P-LPP2; Date; qtd_segregação see,INVENTARIADO — validação funcional nos gates
MEASURE,1-Measure,Q-D-S-T,measure,0.000,false,,Q-D-S-EMB; Q-D-S-LPP2; Q-D-S-RF2; Q-D-S-RF3; Q-D-S-STJ,INVENTARIADO — validação funcional nos gates
PARTITION,1-Measure,1-Measure,import,,false,DAX calculado,"partition 1-Measure = calculated mode: import source = Row(""Column"", BLANK())",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,Base_Desc_Hora,Base_Desc_Hora,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\Base_Desc_Hora.tmdl,4 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,Base_Desc_Hora,Hora_Cheia,dateTime,Long Time,false,Hora_Cheia,summarizeBy=none,INVENTARIADO
COLUMN,Base_Desc_Hora,Descr.,string,,false,Descr.,summarizeBy=none,INVENTARIADO
COLUMN,Base_Desc_Hora,seq,int64,0,false,seq,summarizeBy=sum,INVENTARIADO
COLUMN,Base_Desc_Hora,HORA,double,,false,HORA,summarizeBy=sum,INVENTARIADO
PARTITION,Base_Desc_Hora,Base_Desc_Hora,import,,false,Tabela M embutida,"partition Base_Desc_Hora = m mode: import source = let Source = Table.FromRows(Json.Document(Binary.Decompress(Binary.FromText(""VdJLisNAEATRqwivjVFU6ztXMV74/pdwZW9yEiSRtGL16Pf7sa5/83k8ey7fZaWX3mN99enn2QlOUFK9KpNyUkpGr5HJcDKUbL22TDYnm5J96blns7vZ1Rz6ncnh5FBy9jozOZ2cSq5eVyaXk0vJ3evO5HZyd4LW/LjBvsiX6ZvAGBgBI1xSGAsjYYZsSGNsjIyRL4mMkREy8iWRMTJCRsCkMlZGykiYZMbMiBkRk87YGTkjYxIaQyPo0qqELkOXoEvGldBl6BJ0zZuc0GXoEnSJuNK57FzzLs/1z/nzAw=="", BinaryEncoding.Base64), Compression.Deflate)), let _t = ((type nullable text) meta [Serialized.Text = true]) in type table [Hora_Cheia = _t, #""Descr."" = _t, seq = _t, HORA = _t]), #""Changed Type"" = Table.TransformColumnTypes(Source,{{""Hora_Cheia"", type time}, {""seq"", Int64.Type}}), #""Changed Type with Locale"" = Table.TransformColumnTypes(#""Changed Type"", {{""HORA"", type number}}, ""en-US"") in #""Changed Type with Locale""",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,BI_MIFC_LCT_POS_STOCK,BI_MIFC_LCT_POS_STOCK,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\BI_MIFC_LCT_POS_STOCK.tmdl,4 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,BI_MIFC_LCT_POS_STOCK,LOCATION,string,,false,LOCATION,summarizeBy=none,INVENTARIADO
COLUMN,BI_MIFC_LCT_POS_STOCK,TO_PRODUCE,double,,false,TO_PRODUCE,summarizeBy=sum,INVENTARIADO
COLUMN,BI_MIFC_LCT_POS_STOCK,NON_COMPLIANT,double,,false,NON_COMPLIANT,summarizeBy=sum,INVENTARIADO
COLUMN,BI_MIFC_LCT_POS_STOCK,TOTAL,double,,false,TOTAL,summarizeBy=sum,INVENTARIADO
PARTITION,BI_MIFC_LCT_POS_STOCK,BI_MIFC_LCT_POS_STOCK,import,,false,Oracle MESBR,"partition BI_MIFC_LCT_POS_STOCK = m mode: import source = let Fonte = Oracle.Database(""10.44.34.68:1522/MESBR"", [HierarchicalNavigation=true]), BOMES = Fonte{[Schema=""BOMES""]}[Data], BI_LCT_POS_STOCK1 = BOMES{[Name=""BI_MIFC_LCT_POS_STOCK""]}[Data] in BI_LCT_POS_STOCK1",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,BI_OEE_SCRAP,BI_OEE_SCRAP,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\BI_OEE_SCRAP.tmdl,11 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,BI_OEE_SCRAP,RAIL_ID,double,,false,RAIL_ID,summarizeBy=count,INVENTARIADO
COLUMN,BI_OEE_SCRAP,DESCRIPTION,string,,false,DESCRIPTION,summarizeBy=none,INVENTARIADO
COLUMN,BI_OEE_SCRAP,COMMENTS,string,,false,COMMENTS,summarizeBy=none,INVENTARIADO
COLUMN,BI_OEE_SCRAP,Data,dateTime,Long Date,false,Data,summarizeBy=none,INVENTARIADO
COLUMN,BI_OEE_SCRAP,ITEM,string,,false,ITEM,summarizeBy=none,INVENTARIADO
COLUMN,BI_OEE_SCRAP,TIPO,string,,false,TIPO,summarizeBy=none,INVENTARIADO
COLUMN,BI_OEE_SCRAP,CHASSIS_NUMBER,string,,false,CHASSIS_NUMBER,summarizeBy=none,INVENTARIADO
COLUMN,BI_OEE_SCRAP,CUSTOMER_CODE,string,,false,CUSTOMER_CODE,summarizeBy=none,INVENTARIADO
COLUMN,BI_OEE_SCRAP,MODELO,string,,false,MODELO,summarizeBy=none,INVENTARIADO
COLUMN,BI_OEE_SCRAP,OPERAÇÃO GERADORA SCRAP,string,,false,OPERAÇÃO GERADORA SCRAP,summarizeBy=none,INVENTARIADO
COLUMN,BI_OEE_SCRAP,RETRABALHO APONTADO,string,,false,RETRABALHO APONTADO,summarizeBy=none,INVENTARIADO
PARTITION,BI_OEE_SCRAP,BI_OEE_SCRAP,import,,false,Oracle MESBR,"partition BI_OEE_SCRAP = m mode: import queryGroup: 6-Sucatas source = let Fonte = Oracle.Database(""10.44.34.68:1522/MESBR"", [HierarchicalNavigation=true]), BOMES = Fonte{[Schema=""BOMES""]}[Data], BI_HEATMAP_SCRAP = BOMES{[Name=""BI_HEATMAP_SCRAP""]}[Data], #""Colunas Renomeadas"" = Table.RenameColumns(BI_HEATMAP_SCRAP,{{""DEFEITO"", ""DESCRIPTION""}}), #""Linhas Filtradas"" = Table.SelectRows(#""Colunas Renomeadas"", each ([DESCRIPTION] = ""Metalsa"") and ([DEFEITO] <> ""PECA OBSOLETA"" and [DEFEITO] <> ""TESTE DE MANUTENÇÃO"" and [DEFEITO] <> ""TESTE DE RECORTE"" and [DEFEITO] <> ""TESTE ENGENHARIA"" and [DEFEITO] <> ""TESTE FURACAO"" and [DEFEITO] <> ""TESTE STENHOJ"" and [DEFEITO] <> ""TRY-OUT DE MASCARA PLASMA"")), #""Data Inserida"" = Table.AddColumn(#""Linhas Filtradas"", ""Data"", each DateTime.Date([CREATION_DATE]), type date) in #""Data Inserida""",INVENTARIADO — atualização e credenciais fora do modelo
TABLE,Calendar,Calendar,table,,false,C:\Users\Alison.Silva02\Downloads\MIFC.SemanticModel\definition\tables\Calendar.tmdl,5 colunas; 0 medidas; 1 partições; 0 hierarquias,INVENTARIADO
COLUMN,Calendar,Date,,Short Date,false,[Date],summarizeBy=none,INVENTARIADO
